method,class_name,target_area_quartile,iou,dice
robust_superpixel,cat,Q2,0.5755108181818183,0.7198097272727272
robust_superpixel,cat,Q3,0.64845775,0.7782174000000001
robust_superpixel,cat,Q4,0.7145135,0.823446125
robust_superpixel,chair,Q1,0.477065,0.6162227777777778
robust_superpixel,chair,Q2,0.5836674545454545,0.7057515454545454
robust_superpixel,chair,Q3,0.5723622222222222,0.7080111111111111
robust_superpixel,chair,Q4,0.5649696666666667,0.6850753333333334
robust_superpixel,cow,Q1,0.6299635333333333,0.7634333333333333
robust_superpixel,cow,Q2,0.61138025,0.7496028125
robust_superpixel,cow,Q3,0.6400582105263158,0.7693443157894737
robust_superpixel,cow,Q4,0.6256652352941177,0.756294705882353
robust_superpixel,diningtable,Q1,0.395506,0.53961775
robust_superpixel,diningtable,Q2,0.582919,0.67886625
robust_superpixel,diningtable,Q3,0.6919677,0.8100643
robust_superpixel,diningtable,Q4,0.6933423529411765,0.7934823529411765
robust_superpixel,dog,Q1,0.5393553333333333,0.68385425
robust_superpixel,dog,Q2,0.5927788461538461,0.7275279615384616
robust_superpixel,dog,Q3,0.6190712500000001,0.7487360000000001
robust_superpixel,dog,Q4,0.6596490571428572,0.7849675142857143
robust_superpixel,horse,Q1,0.5769364583333333,0.7179180000000001
robust_superpixel,horse,Q2,0.5486032380952381,0.6984609523809524
robust_superpixel,horse,Q3,0.5576072307692308,0.7084139230769231
robust_superpixel,horse,Q4,0.6765786875,0.8037954375
robust_superpixel,motorbike,Q1,0.5240635555555556,0.6795494444444444
robust_superpixel,motorbike,Q2,0.5535128695652174,0.7044120434782609
robust_superpixel,motorbike,Q3,0.530713125,0.6839551875
robust_superpixel,motorbike,Q4,0.5755174615384615,0.719655076923077
robust_superpixel,person,Q1,0.5093672666666667,0.6577225111111111
robust_superpixel,person,Q2,0.5719282166666667,0.7192720833333334
robust_superpixel,person,Q3,0.586260380952381,0.7294359047619048
robust_superpixel,person,Q4,0.6142348852459016,0.7479669672131147
robust_superpixel,pottedplant,Q1,0.5929738461538462,0.721296153846154
robust_superpixel,pottedplant,Q2,0.52736,0.6788717142857142
robust_superpixel,pottedplant,Q3,0.6635721250000001,0.785375
robust_superpixel,pottedplant,Q4,0.6632663333333334,0.795907
robust_superpixel,sheep,Q1,0.6014345999999999,0.7373206999999999
robust_superpixel,sheep,Q2,0.6515091333333333,0.7827147333333334
robust_superpixel,sheep,Q3,0.6466715,0.7772819166666666
robust_superpixel,sheep,Q4,0.6093108571428572,0.7336445714285714
robust_superpixel,sofa,Q1,0.6442042857142857,0.7730711428571428
robust_superpixel,sofa,Q2,0.7184899523809524,0.8288468571428572
robust_superpixel,sofa,Q3,0.7629061428571428,0.8561427142857143
robust_superpixel,sofa,Q4,0.6968810625,0.80678775
robust_superpixel,train,Q1,0.5962432727272727,0.7360647272727273
robust_superpixel,train,Q2,0.5452639166666666,0.6816523333333334
robust_superpixel,train,Q3,0.65693515625,0.7790249375
robust_superpixel,train,Q4,0.6969653333333333,0.8090434074074074
robust_superpixel,tvmonitor,Q1,0.7358091538461539,0.8419745384615385
robust_superpixel,tvmonitor,Q2,0.6351275833333333,0.7667272500000001
robust_superpixel,tvmonitor,Q3,0.8142768,0.8904856999999999
robust_superpixel,tvmonitor,Q4,0.7234632222222221,0.8349798888888889
